4037, 6, 2
5234, 7, 4
2924, 5, 4
1629, 5, 4
4003, 5, 4
369, 5, 4
2139, 6, 5
5462, 6, 4
4954, 6, 5
34194, 5, 4
33404, 8, 4
32542, 8, 5
29812, 8, 3
30966, 4, 3
44431, 4, 3
50443, 4, 3
41222, 8, 3
41391, 4, 3
38281, 8, 3
43932, 6, 2
50882, 5, 3
48974, 5, 4
43190, 5, 4
47308, 4, 3
40674, 5, 4
39962, 4, 3
38433, 8, 3
38387, 5, 3
41142, 4, 3
46551, 8, 5
39668, 8, 4
38556, 6, 5
38108, 4, 3
42446, 4, 2
39841, 8, 2
41756, 4, 3
41998, 5, 4
49636, 8, 2
47176, 5, 4
38501, 8, 3
38189, 4, 3
55424, 7, 3
53374, 8, 4
55852, 8, 4
56215, 5, 4
56273, 8, 4
58811, 8, 3
68389, 8, 5
71614, 7, 5
75068, 7, 4
77053, 6, 5
77951, 5, 4
74295, 7, 4
77027, 7, 5
72921, 7, 4
77650, 7, 4
76358, 7, 5
78237, 8, 4
76935, 7, 5
74432, 7, 4
74750, 8, 4
75879, 7, 4
76750, 7, 4
78365, 7, 4
78791, 7, 4
81539, 7, 4
88333, 6, 5
88803, 8, 7
86351, 4, 2
93869, 8, 3
85998, 7, 4
86626, 8, 7
90376, 4, 2
86096, 8, 3
90282, 8, 4
96087, 5, 4
101042, 7, 4
99329, 5, 4
100452, 8, 5
99089, 8, 5
107773, 5, 4
121371, 5, 4
114458, 4, 2
115155, 3, 2
119691, 4, 2
120563, 5, 3
116120, 5, 4
109402, 4, 3
113011, 7, 4
115633, 4, 3
110605, 5, 4
109586, 4, 3
105064, 7, 4
122563, 5, 3
109593, 5, 4
107068, 4, 3
108195, 5, 4
116852, 5, 3
119493, 4, 3
120169, 8, 4
119608, 4, 3
114214, 5, 4
110160, 5, 4
119711, 4, 2
116338, 5, 4
123579, 8, 3
112711, 4, 2
105079, 5, 3
102272, 4, 3
122580, 4, 3
110635, 5, 4
103583, 5, 4
111564, 5, 4
120445, 5, 3
117974, 5, 3
119792, 4, 3
121623, 8, 3
120442, 5, 4
105849, 5, 4
123807, 5, 3
129876, 8, 5
125172, 8, 5
129581, 8, 5
126690, 5, 4
129367, 8, 4
126254, 5, 4
128293, 8, 7
133129, 8, 5
137056, 8, 3
131174, 6, 5
134655, 8, 4
134941, 4, 3
135677, 7, 4
141074, 5, 3
139340, 8, 4
144628, 4, 3
138928, 8, 3
144632, 7, 4
145226, 5, 4
144515, 6, 5
142222, 8, 4
142952, 8, 4
140837, 8, 4
139505, 6, 5
144123, 5, 4
139313, 5, 4
140583, 5, 4
139005, 5, 4
145137, 7, 4
140238, 5, 4
145224, 6, 5
140091, 5, 4
141252, 5, 4
145158, 5, 4
141236, 4, 3
145354, 3, 2
138882, 5, 4
146138, 7, 2
152227, 8, 5
146830, 5, 4
149341, 8, 6
147114, 5, 4
146377, 7, 4
147116, 5, 4
148935, 8, 5
152234, 6, 5
148029, 5, 4
149712, 8, 3
157010, 8, 4
154423, 8, 4
160943, 8, 3
161253, 8, 4
171692, 8, 4
168832, 8, 5
178362, 4, 3
174175, 8, 5
177684, 8, 3
175936, 5, 4
177555, 5, 4
197508, 8, 4
194433, 5, 4
205220, 8, 4
197773, 8, 4
191792, 8, 2
199125, 8, 2
195696, 8, 5
193741, 8, 4
204138, 8, 2
217716, 8, 5
218852, 8, 5
217172, 8, 5
216420, 7, 5
219057, 6, 5
220951, 8, 5
224231, 6, 5
221117, 8, 4
222650, 5, 4
224434, 6, 5
224759, 5, 4
222975, 8, 5
226124, 8, 4
236685, 8, 4
239359, 4, 3
236585, 4, 3
245870, 8, 3
245201, 4, 3
242128, 3, 2
239454, 3, 2
243600, 3, 2
242641, 3, 2
244092, 7, 3
237253, 3, 2
241467, 8, 4
241871, 8, 4
243916, 3, 2
237890, 8, 7
240727, 4, 3
248639, 7, 4
251161, 8, 3
246651, 8, 3
247765, 7, 4
252561, 4, 3
254366, 5, 4
256051, 4, 3
252901, 8, 4
251530, 5, 4
254011, 5, 4
255614, 6, 4
256602, 8, 4
259767, 8, 4
258646, 8, 4
261772, 8, 4
264152, 8, 5
270024, 7, 4
267424, 8, 4
267980, 8, 4
275014, 8, 6
271354, 6, 5
278211, 6, 4
283423, 6, 5
276997, 6, 5
278309, 5, 4
278944, 8, 4
276259, 5, 4
282298, 7, 4
276204, 5, 4
286320, 5, 4
277723, 7, 4
280885, 7, 4
283655, 6, 5
285819, 7, 2
286542, 5, 4
276195, 6, 5
283442, 6, 5
286882, 7, 4
283590, 6, 5
284629, 5, 4
279646, 7, 4
289102, 3, 2
292872, 4, 2
289171, 4, 3
291292, 3, 2
293313, 4, 3
290937, 8, 3
290082, 7, 2
288764, 4, 2
308301, 5, 4
307144, 4, 3
304477, 8, 5
312813, 8, 6
307349, 8, 3
313178, 8, 5
306856, 8, 3
321639, 5, 3
315214, 5, 4
324023, 5, 4
319655, 5, 4
322738, 7, 4
319466, 5, 4
321270, 6, 5
317374, 5, 4
322301, 8, 5
315116, 8, 4
323694, 5, 4
317279, 8, 4
317969, 5, 4
322054, 7, 5
320526, 8, 2
320382, 7, 2
315546, 5, 4
320303, 5, 4
343878, 8, 4
337454, 7, 3
331798, 7, 4
335612, 8, 5
333862, 7, 5
340161, 7, 4
338598, 7, 5
346789, 7, 4
343292, 7, 5
344636, 7, 4
345964, 8, 5
342743, 7, 3
341367, 7, 3
335433, 7, 4
337893, 7, 4
343761, 7, 3
330882, 7, 4
332307, 7, 4
348388, 6, 5
335591, 6, 5
332880, 7, 4
344947, 7, 5
338708, 7, 4
343389, 7, 4
352969, 8, 5
353869, 6, 4
350829, 7, 5
354089, 6, 5
355231, 8, 5
353201, 6, 5
358968, 5, 4
361139, 7, 4
357913, 8, 3
360818, 8, 4
360815, 7, 5
356895, 7, 4
357676, 8, 4
358111, 5, 4
356688, 8, 3
356299, 7, 3
359195, 7, 4
356886, 8, 4
360107, 5, 4
371234, 8, 5
371868, 8, 4
369519, 7, 2
368558, 7, 5
367110, 8, 5
371253, 8, 4
370171, 8, 5
367541, 8, 5
373589, 8, 4
371569, 8, 4
376969, 8, 2
374203, 8, 4
374694, 8, 4
374581, 3, 2
380315, 6, 5
383291, 8, 5
379244, 8, 4
380628, 8, 5
384118, 8, 4
381198, 8, 4
384520, 8, 4
385867, 8, 4
388156, 8, 4
393806, 5, 4
393794, 7, 4
391783, 5, 4
394420, 7, 4
392164, 7, 4
393985, 5, 3
393799, 6, 5
392336, 4, 3
399725, 6, 5
400177, 8, 5
400209, 7, 4
404043, 8, 4
422577, 5, 3
418658, 7, 4
420743, 7, 4
416807, 7, 4
417626, 8, 4
418288, 8, 3
421224, 7, 4
418759, 7, 3
421988, 8, 4
417527, 5, 3
416809, 7, 4
419809, 5, 4
417456, 7, 3
428105, 6, 5
429018, 8, 5
424638, 6, 5
436302, 8, 4
435361, 8, 4
434686, 8, 4
438432, 8, 4
435415, 8, 4
444052, 8, 3
441228, 8, 3
441347, 4, 3
441129, 8, 3
443466, 4, 3
444628, 8, 3
447493, 5, 3
449812, 6, 5
451965, 5, 4
449039, 8, 3
452327, 5, 4
449818, 7, 3
449810, 6, 5
448637, 6, 5
447771, 5, 3
448921, 6, 5
453099, 6, 5
457460, 8, 3
455036, 8, 2
465635, 6, 5
461468, 6, 4
464510, 5, 4
463780, 7, 5
461715, 4, 3
461929, 5, 4
461585, 5, 4
463272, 5, 2
464161, 5, 4
460885, 5, 4
461653, 5, 4
463840, 7, 4
460301, 5, 4
460324, 5, 4
464857, 5, 4
458716, 4, 3
466798, 8, 5
469665, 8, 5
469631, 8, 4
466845, 6, 5
470599, 7, 4
469593, 8, 5
468063, 8, 5
468192, 7, 5
473218, 8, 4
476828, 6, 4
474660, 8, 4
472947, 5, 4
482155, 8, 2
480416, 6, 5
479695, 4, 3
486544, 8, 7
481491, 5, 4
490810, 5, 4
479920, 8, 5
488845, 8, 4
481962, 7, 5
488880, 7, 4
490100, 8, 5
482707, 7, 5
486990, 5, 4
488473, 7, 4
478079, 7, 4
484490, 4, 3
481581, 8, 5
480853, 8, 2
484975, 7, 6
490819, 6, 5
491205, 8, 3
492929, 6, 4
493419, 6, 5
494963, 7, 4
493680, 5, 4
495132, 6, 4
494744, 5, 4
494967, 6, 5
494067, 7, 4
493724, 7, 4
497111, 7, 5
491303, 7, 4
500622, 8, 5
507507, 8, 5
508963, 8, 5
506436, 6, 5
504903, 4, 3
503335, 8, 5
511701, 8, 5
510966, 5, 4
511962, 7, 3
510023, 7, 4
517015, 7, 4
522462, 6, 5
518966, 8, 5
520416, 6, 5
523581, 8, 4
522901, 8, 4
532765, 5, 4
531899, 7, 4
534200, 7, 4
535094, 5, 4
530931, 8, 5
536012, 7, 5
531938, 8, 4
536329, 8, 4
534103, 8, 4
530737, 7, 4
535699, 7, 5
532574, 6, 5
535070, 7, 5
531516, 7, 4
533695, 7, 5
534379, 5, 4
535612, 5, 4
533140, 8, 5
535305, 8, 4
536096, 7, 5
535631, 8, 5
532139, 8, 4
539047, 8, 5
538781, 6, 5
539998, 8, 4
539443, 8, 4
540240, 8, 4
536892, 6, 5
540896, 8, 5
541788, 8, 5
547656, 6, 5
545750, 6, 5
549048, 6, 5
546768, 6, 5
545745, 6, 5
548121, 8, 5
544751, 6, 5
543746, 6, 5
551667, 8, 5
554396, 8, 6
555539, 8, 4
552979, 7, 5
553217, 5, 4
552079, 8, 4
550873, 8, 6
561133, 8, 4
560883, 7, 4
556431, 5, 4
565517, 8, 5
562889, 8, 4
564691, 8, 4
563881, 7, 5
571928, 8, 2
568601, 6, 5
572334, 8, 4
574846, 8, 4
570097, 8, 4
570919, 8, 4
569295, 8, 4
584481, 6, 5
586479, 5, 4
590505, 7, 5
587067, 6, 5
588476, 7, 4
587662, 8, 6
585356, 8, 5
587284, 7, 3
586814, 7, 5
590434, 7, 5
585154, 6, 5
589637, 7, 6
588625, 7, 4
585643, 5, 4
589749, 7, 4
585833, 7, 6
584162, 4, 3
586428, 6, 5
593706, 7, 4
593674, 8, 5
592863, 6, 5
595066, 8, 4
591731, 8, 4
596989, 8, 6
596572, 5, 4
603049, 8, 3
606088, 8, 3
602064, 5, 4
604470, 8, 5
608369, 8, 4